kode_customer;nama_toko;pemilik;no_hp;alamat;kelurahan;kecamatan;kota;provinsi;lat;lng;kategori_toko;omzet_estimasi;salesman_id;status
7870835;Alfamart Jimbaran Raya;;;Kalideres;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.147604;106.710751;Minimarket;;;Aktif
8364799;indomart;;;Jl. Kedoya Pesing, RT.2/RW.2;KEDOYA UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.178298;106.757169;Minimarket;;;Aktif
7252671;Danias Frozen Food;;;Kejayaan Dalam No. 25 Rt 07 04, Krukut;KRUKUT;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.156576;106.813941;Frozen Food;;;Aktif
7880915;FamilyMart Rawa Belong;;;3, Jl. Rw. Belong No.1, RT.3/RW.6;SUKABUMI UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.20231;106.782643;Minimarket;;;Aktif
7855316;Indomaret Duri Kosambi 18;;;Jl. Komp. Interkota Indah No. 14b;DURI KOSAMBI;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.165748;106.724897;Minimarket;;;Aktif
7875241;Alfamart;;;Jl Komp. Citra Garden City 3 Ext Blok A1 No 1 Tr 3/13 Kel, RT.3/RW.13;PEGADUNGAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.126595;106.705244;Minimarket;;;Aktif
8364950;Indomaret Gajah Mada 3;;;Jl. Gajah Mada No.12 1, RT.12/RW.1;KRUKUT;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.154797;106.817641;Minimarket;;;Aktif
7867100;Alfamart;;;Jl. Komp. Kebersihan No.Kel 13, RT.13/RW.10;CENGKARENG BARAT;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.128275;106.719375;Minimarket;;;Aktif
8363683;Alfamart Jembatan Besi 44;;;Jl. Jemb. Besi II No.41, RT.5/RW.3;JEMBATAN BESI;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.150887;106.798751;Minimarket;;;Aktif
8855755;Diah Mart Sukabumi Selatan;;;Jl. Pahlawan;SUKABUMI SELATAN;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.223959;106.771163;Minimarket;;;Aktif
13194024;Toko Andre;;;Jl. Permata 2 Blok B 6 B.6 9 5, RT.5/RW.11;TEGAL ALUR;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.120607;106.714804;Minimarket;;;Aktif
8363760;Alfamart;;;Jl H Kelik Kelapa2 Rt 10/1 Kel, RT.3/RW.8;KELAPA DUA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.20885;106.766946;Minimarket;;;Aktif
12911156;Toko Marmo;;;Jl. Lingkungan III No.21, RT.15/RW.3;TEGAL ALUR;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.114354;106.712669;Minimarket;;;Aktif
8364047;Indomaret Pesanggrahan 2;;;Pesanggrahan Rt.09/05 No. 12B-12D Meruya Utara, Jl. Pesanggrahan, RT.9/RW.5;MERUYA UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.193983;106.755851;Minimarket;;;Aktif
12886589;NISA CELL;;;Palmerah barat 8 gang A1 rt 03/015 no 51, RT.3/RW.15;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.205608;106.783304;Minimarket;;;Aktif
7876939;Alfamart;;;Jl Tampak Siring Blok K1B No 67, Rt07, RT.8/RW.17;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.149112;106.714483;Minimarket;;;Aktif
13408601;Alfamart Mangga Besar V;;;Jl. Mangga Besar V No.23-33, RT.4/RW.3;MANGGA BESAR;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.147715;106.820475;Minimarket;;;Aktif
13192828;Toko Lukman;;;Jl. Sasak II No.56, RT.5/RW.2;KELAPA DUA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.2051;106.772125;Minimarket;;;Aktif
12881218;Toko Syifa;;;Jl. H. Muchtar Raya, RT.9/RW.8;JOGLO;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.223791;106.737495;Minimarket;;;Aktif
7881056;Familymart Pesanggrahan;;;Jl. Pesanggrahan No. 67;KEMBANGAN SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.186319;106.755271;Minimarket;;;Aktif
7881055;Family Mart Tomang Raya;;;Jl. Mandala Raya, RT.13/RW.5;TOMANG;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.176395;106.799265;Minimarket;;;Aktif
8023329;Lawson Rs Pelni;;;Rs Pelni, Jl. K. S. Tubun No. 9294;SLIPI;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.193069;106.803838;Minimarket;;;Aktif
8358313;Alfamart;;;Jl. Muwardi II No.15 8, RT.4/RW.2;GROGOL;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.165024;106.791229;Minimarket;;;Aktif
8363659;Alfamart;;;Jl. Kebon Jeruk IX No.48 Rt 01, RT.1/RW.8;MAPHAR;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.153942;106.820694;Minimarket;;;Aktif
8363768;Alfamart Kebon Jeruk Raya 3;;;Jl. Raya Kb. Jeruk No.16 6, RT.6/RW.1;KEBON JERUK;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.198603;106.765622;Minimarket;;;Aktif
8854727;K3mart Sukabumi Utara;;;Jl. Bang Pitung;SUKABUMI UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.207309;106.782781;Minimarket;;;Aktif
8022346;Circle k Taman Sari;;;Taman Sari;TAMAN SARI;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.149999;106.821313;Minimarket;;;Aktif
9924640;Warung Sayur Pak Ujang;;;Palmerah;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.194836;106.783282;Vegetable Store;;;Aktif
8022655;CIRCLE K Citra Ext;;;Komplek, Jl. Citra 2 Ext, RT.2/RW.8;PEGADUNGAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.133056;106.693951;Minimarket;;;Aktif
13381501;Indomaret Ketapang Utara;;;Jl. Ketapang Utara 1 No.66 6, RT.9/RW.17;KRUKUT;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.158717;106.816892;Minimarket;;;Aktif
8364457;Indomaret Krendang;;;Jl. Krendang Raya No.97 10, RT.10/RW.7;DURI UTARA;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.15167;106.804644;Minimarket;;;Aktif
8364810;Indomaret Green Mansion. T50T;;;Kedaung Kali Angke;KEDAUNG KALI ANGKE;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.157596;106.763089;Minimarket;;;Aktif
9923926;Toko Sayur Fresh;;;Cengkareng Timur;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.152181;106.739532;Vegetable Store;;;Aktif
12424116;Indomaret;;;Jl. Tanjung Duren Raya No.4A, RT.1/RW.6;TANJUNG DUREN UTARA;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.178866;106.783498;Minimarket;;;Aktif
9924155;Mr. Ben Barokah Shvp;;;belakang bakmi loncat, Jl. Kemenangan Raya gang binatu/gang ayam No.1;GLODOK;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.14368;106.812936;Vegetable Store;;;Aktif
8364864;Indomaret Gelong Baru. T9LS;;;Jl. Gelong Baru No.10 11, RT.11/RW.2;TOMANG;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.17622;106.797583;Minimarket;;;Aktif
8363882;Alfamart Kapuk Raya (TH88) Jakarta Barat;;;Jl. Kapuk Raya. 4A;KAPUK;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.139232;106.763411;Minimarket;;;Aktif
13381832;Alfamart JELAMBAR BARU 78;;;Kavling Polri, Jl. Dr. Nurdin Raya No.78 BLOK A1, RT.5/RW.8;JELAMBAR BARU;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.153655;106.78686;Minimarket;;;Aktif
8364578;Indomaret Apart Season City. TBBC;;;Jl. Prof. Dr. Latumeten No.33, RT.13/RW.1;JEMBATAN BESI;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.153148;106.795535;Minimarket;;;Aktif
7865128;Alfamart H. Saaba;;;Joglo;JOGLO;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.215024;106.736617;Minimarket;;;Aktif
6412947;Ikea Mall Taman Anggrek;;;Mall Taman Anggrek Lantai 3 & 4, Jl. Letjen S. Parman Kav. 21;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.178917;106.79235;Department Store;;;Aktif
8408086;ALFAMIDI H. SA'ABA (SH1H);;;Jl. H. Sa'aba No.16, RT.16/RW.2;JOGLO;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.215633;106.727683;Minimarket;;;Aktif
7855307;INDOMARET POINT APRT PURI MANSION TOWER D ( T2RO );;;Apartemen Puri Mansion;DURI KOSAMBI;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.179556;106.72409;Minimarket;;;Aktif
8364775;CENTRAL PALMERAH Indomaret TCUO;;;Jl. Kemanggisan Ilir III No.26-28 7, RT.7/RW.1;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.193975;106.786333;Minimarket;;;Aktif
5474632;Jysk Lippo Mall Puri;;;Jl. Puri Indah Raya;KEMBANGAN SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.188016;106.738712;Department Store;;;Aktif
8364517;Indomaret Krendang 2. F761;;;jl.kampung krendang no.4, Jl. Duri Utara 1 No.38, RT.1/RW.7;DURI UTARA;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.154172;106.80293;Minimarket;;;Aktif
12424590;Indomaret Citra Baru;;;Jl. Perum Citra Garden I Blok C Xi No.2, Kalideres, Kalideres, RT.1/RW.7;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.143246;106.696993;Minimarket;;;Aktif
13221384;NICESO KOSAMBI;;;Jln. Kresek No 4 RT 004 RW 008 Duri Kosambi, Kecamatan Cengkareng, Jakarta Barat;DURI KOSAMBI;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.178674;106.716889;Minimarket;;;Aktif
8364948;Indomaret Kejayaan Kota;;;Jl. Kejayaan No. 27 10;KRUKUT;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.156359;106.816636;Minimarket;;;Aktif
8364773;Indomaret | Kemanggisan;;;Jl. Kemanggisan Raya No.26, RT.2/RW.11;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.195162;106.78222;Minimarket;;;Aktif
7153076;Toko Sumber Ulung;;;Jl. Duri Selatan Raya No.4, RT.1 V No, RT.12/RW.3;DURI SELATAN;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.160106;106.80442;Minimarket;;;Aktif
8363832;Alfamart Jelambar Jaya;;;Jl. Jelambar P No.30 9, RT.9/RW.2;JELAMBAR BARU;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.154227;106.788468;Minimarket;;;Aktif
8363690;Alfamart Pasadena;;;Pasadena I No.17 4, RT.4/RW.14;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.14177;106.737716;Minimarket;;;Aktif
8363663;Alfamart;;;Jl. Krendang Raya No.Kel 8, RT.8/RW.1;KRENDANG;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.151487;106.804845;Minimarket;;;Aktif
8364393;Indomaret China Town TLSJ;;;RT.7/RW.6;PINANGSIA;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.140901;106.813564;Minimarket;;;Aktif
8363806;Alfamart Medit Azalea;;;4, Jl. Mediterania Garden No.577 3, RT.9/RW.5;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.175137;106.788272;Minimarket;;;Aktif
12905309;Bright SPBU-Jakarta S Parman;;;Slipi;SLIPI;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.193612;106.797822;Minimarket;;;Aktif
13381567;Indomaret Mabes 38;;;Jl. Raya Mangga Besar No.38ab, RT.2/RW.2;TAMAN SARI;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.149509;106.821255;Minimarket;;;Aktif
6360536;Niceso Meruya;;;Jl. Meruya Utara No. 18 64;MERUYA UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.198605;106.739261;Department Store;;;Aktif
8412857;Zam Zam Mart Kota Bambu Selatan;;;Jl. K.s. Tubun;KOTA BAMBU SELATAN;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.188715;106.807597;Minimarket;;;Aktif
8363356;Alfamart;;;Jl Kmbgan Jl. Jelambar Baru VIII No.Rt 13/3, RT.7/RW.3;KEMBANGAN SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.176145;106.748115;Minimarket;;;Aktif
11114239;Prima Freshmart Ketapang Utara;;;Jl. Ketapang Utara 1 No.66 G 9, RT.9/RW.7;KRUKUT;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.158838;106.815318;Frozen Food;;;Aktif
8364872;Indomaret Tawakal;;;Jl. Tawakal VI 10, RT.10/RW.9;TOMANG;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.169135;106.795042;Minimarket;;;Aktif
8364780;Indomaret Episentrum;;;Jl. Perjuangan No.22 11, RT.11/RW.10;KEBON JERUK;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.190863;106.767349;Minimarket;;;Aktif
8364822;Indomaret Pasar Air Mancur;;;Jl. Raya Duri Kosambi No. 13 8C;DURI KOSAMBI;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.163619;106.725873;Minimarket;;;Aktif
13409027;Super Indo Plaza Slipi Jaya;;;Plaza Slipi Jaya, m Jl. Letjen S. Parman No.46 Lt. Basement, RT.14/RW.1;KEMANGGISAN;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.18927;106.796505;Supermarket;;;Aktif
9923985;Warung Sayur Ibu Nano;;;Jl. Kp. Baru No.14A 15, RT.15/RW.10;KEMBANGAN UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.16793;106.751832;Vegetable Store;;;Aktif
8022768;Lawson Syahdan;;;6, Jl. Kyai H. Syahdan No.9 6, RT.6/RW.12;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.200663;106.784757;Minimarket;;;Aktif
8358262;Indomaret Fresh Kebon Raya;;;Jl. Kebon Raya No.25 Blok B27, RT.7/RW.6;DURI KEPA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.183987;106.777495;Minimarket;;;Aktif
7228001;Habiba Frozen Food;;;Jl. Adam Ujung No. 1a;SUKABUMI UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.20918;106.774278;Frozen Food;;;Aktif
12910962;Terra Ruko Joglo;;;Jl. Strategi I No.17, RT.17/RW.2;JOGLO;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.220803;106.72464;Minimarket;;;Aktif
8421317;Alfamidi Rawa Belong;;;Palmerah;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.205127;106.783137;Minimarket;;;Aktif
8857473;C&mart Wijaya Kusuma;;;Jl. Anyar 2 No. 88;WIJAYA KUSUMA;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.159573;106.779157;Minimarket;;;Aktif
8364931;Indomaret Pekapuran;;;Jl. Pekapuran Raya No.8, RT.5/RW.8;TAMBORA;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.147606;106.808371;Minimarket;;;Aktif
8364839;Indomaret Utama Raya 2. T55K;;;Jl. Utama Raya No.60B;CENGKARENG BARAT;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.149675;106.722641;Minimarket;;;Aktif
12904971;Toko Sinar Pancoran;;;Jl. Pancoran No.59B 2, RT.2/RW.6;GLODOK;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.142006;106.813726;Minimarket;;;Aktif
7253054;Nabila Frozen Food;;;Jl. Salam Raya Ujung No. 68;SUKABUMI UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.205156;106.77665;Frozen Food;;;Aktif
8364863;INDOMARET KEMUNING 33(TEQI);;;5, RT.5/RW.1;JATIPULO;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.178408;106.799283;Minimarket;;;Aktif
8363280;Alfamart;;;City Garden Blok E No. 20 Kel, RT.7/RW.14;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.130321;106.73631;Minimarket;;;Aktif
4382796;Best Meat Kalideres;;;Jl. Tanjung Pura No. 9 Rt 03 Rw 02 Kampung Maja;PEGADUNGAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.133089;106.701157;Minimarket;;;Aktif
8364064;Indomaret ;;;Jakarta Barat;GROGOL;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.160458;106.796096;Minimarket;;;Aktif
11116123;Velo Frozen Food;;;RT.7/RW.14;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.137016;106.734124;Frozen Food;;;Aktif
7875500;Alfamart Permata Taman Surya;;;Jl. Permata Taman Palem blok D8;PEGADUNGAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.130581;106.707687;Minimarket;;;Aktif
8365100;Indomaret Puri Mansion (TSSM);;;No. 12&15, Blok B;KAPUK;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.145211;106.749104;Minimarket;;;Aktif
7880933;Family Mart Erajaya Plaza;;;Kantor Pusat Erajaya Ground Floor, Jl. Bandengan Sel. No.19-20, RT.9/RW.5;PEKOJAN;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.136958;106.80407;Minimarket;;;Aktif
8364929;Indomaret Duri Selatan;;;Jl. Duri Ps., RT.4/RW.2;DURI SELATAN;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.161309;106.806477;Minimarket;;;Aktif
8364680;Indomaret Green Court B2 Tqou;;;Jl. Boulevard Barat No. 22;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.135288;106.741262;Minimarket;;;Aktif
8364024;Indomaret Palem Lestari 2;;;Jl. Taman Palem Lestari No.A11 1, RT.4/RW.13;CENGKARENG BARAT;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.136822;106.722298;Minimarket;;;Aktif
8420239;Bimart Minimarket;;;Duri Kosambi;DURI KOSAMBI;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.16374;106.719751;Minimarket;;;Aktif
12865758;Toko M.Zein;;;Jl. Bakti I Gg. H. Talip No.18 5, RT.5/RW.9;KEMANGGISAN;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.189417;106.785423;Minimarket;;;Aktif
11105141;Prima Freshmart krendang;;;Jl. Krendang Raya No.96 A 8, RT.8/RW.1;DURI UTARA;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.151632;106.804738;Frozen Food;;;Aktif
11105709;Prima Freshmart Cidodol Jalan Panjang;;;Jl. Panjang Cidodol No.10G, Rt.9/Rw.1;SUKABUMI SELATAN;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.226881;106.771977;Frozen Food;;;Aktif
12899047;Bright SPBU-Jakarta Daan Mogot;;;RT.8/RW.4;JELAMBAR;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.166149;106.787431;Minimarket;;;Aktif
2841759;Matahari Department Store Mall Ciputra;;;Tanjung Duren Utara;TANJUNG DUREN UTARA;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.168256;106.786408;Department Store;;;Aktif
8363716;Alfamart;;;Jl. Daan Mogot Raya,Km. 14, No. 34 Kel, Jl. Daan Mogot No.32A 2, RT.2/RW.1;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.154651;106.731743;Minimarket;;;Aktif
12426491;Ranch Market;;;Hublife Jakarta, Lantai G, RT.12/RW.1;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.180907;106.792194;Supermarket;;;Aktif
8855754;Toko Src Minan Joglo;;;Jl. Murni;JOGLO;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.215699;106.728964;Minimarket;;;Aktif
7852452;Indomaret Kamal Raya;;;Jl. Kamal Raya No.9 13, RT.14/RW.9;TEGAL ALUR;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.104805;106.710386;Minimarket;;;Aktif
8412858;Sun City Mart Kota Bambu Selatan;;;Jl. Ks Tubun i Kecamatan No. 38c;KOTA BAMBU SELATAN;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.187204;106.807965;Minimarket;;;Aktif
7855323;Indomaret semanan raya 2(TEU9);;;Jl. Semanan Raya No.65, RT.3/RW.10;SEMANAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.161912;106.704983;Minimarket;;;Aktif
7870338;Alfamart;;;Jl. Satu Maret No.8;PEGADUNGAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.127073;106.704424;Minimarket;;;Aktif
7878335;Alfamart Stasiun Kalideres;;;Semanan;SEMANAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.166065;106.703745;Minimarket;;;Aktif
8363889;Alfamart Samarasa;;;Jl. Angke Jaya Xiii No. 17;ANGKE;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.143727;106.797482;Minimarket;;;Aktif
8363327;Alfamart Panjang;;;Jl. Z No.52 8, RT.8/RW.4;SUKABUMI SELATAN;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.218767;106.769994;Minimarket;;;Aktif
8363677;Alfamart;;;Jl Jelambar Barat Raya 5 Rt 05 Kel, RT.3/RW.5;JELAMBAR BARU;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.150606;106.783168;Minimarket;;;Aktif
12864986;jakmart. pd pasar jaya;;;Jl. Alaydrus No.8, RT.8/RW.2;JATIPULO;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.181264;106.808752;Minimarket;;;Aktif
8363359;Alfamart;;;Jl. Melati Raya Komplek Green Ville No.12 Blok As, No. 42B-C, RT.12/RW.13;DURI KEPA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.169153;106.769743;Minimarket;;;Aktif
9113186;Hero Supermarket Taman Alfa Indah;;;Jl. Joglo Raya No.1, RT.7/RW.3;JOGLO;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.21881;106.754487;Supermarket;;;Aktif
8363766;Alfamart;;;Jl. Lapangan Bola No.56 Rt 1/1 11, RT.11/RW.1;SRENGSENG;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.20052;106.76053;Minimarket;;;Aktif
13382288;Shell Select Deli2go - Shell JORR 2;;;RT.5/RW.1;KEMBANGAN UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.178879;106.729142;Minimarket;;;Aktif
8364646;Indomaret Taman Surya LLL (FD9L);;;Jl. Taman Surya Permaja 1 No. 1;PEGADUNGAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.132631;106.711524;Minimarket;;;Aktif
8364766;Indomaret SPBU Panjang;;;Jl. Panjang Arteri Klp. Dua Raya, RT.2/RW.2;KEBON JERUK;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.200508;106.769659;Minimarket;;;Aktif
12872116;Super Indo Mediterania Garden Residence 1;;;Jl. Tanjung Duren Raya, RT.2/RW.5;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.174329;106.788393;Supermarket;;;Aktif
8857480;Happy Mili Kamal;;;Jalan Raya Kamal Blok H8 Kavling nomor 4-5, Rukun Tetangga 010, Rukun Warga No.006;TEGAL ALUR;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.123619;106.722349;Minimarket;;;Aktif
8023309;Lawson Utama Raya;;;Jl. Utama Raya No. 7;CENGKARENG BARAT;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.150204;106.726289;Minimarket;;;Aktif
8855740;Toko Src Marmo 1 Tegal Alur;;;Jl. Lingkungan Iii;TEGAL ALUR;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.114234;106.712637;Minimarket;;;Aktif
8412845;Alfamidi H Muchtar (komp DKI Joglo);;;Jl. H. Muchtar Raya No.10-21 6, RT.6/RW.8;JOGLO;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.222827;106.737185;Minimarket;;;Aktif
13383284;ALFAMART JL.KEBAHAGIAAN (KF55);;;Jl. Kebahagiaan;KRUKUT;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.154664;106.816974;Minimarket;;;Aktif
9924838;Warung Sayur BU Mus;;;Kelapa Dua;KELAPA DUA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.205584;106.766978;Vegetable Store;;;Aktif
8364912;Indomaret Semangka Palmerah;;;Jl. Semangka I No.21 16, RT.16/RW.9;JATIPULO;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.180582;106.806185;Minimarket;;;Aktif
8363787;Alfamart Rawa Belong;;;Jl. Palmerah Barat VI No.12 7, RT.5/RW.10;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.203764;106.784625;Minimarket;;;Aktif
13209518;Toko Istimewa;;;Ruko Taman Palem Lestari, Blok. C-5, No. 25, Jl. Utama III No.13, RT.3/RW.13;CENGKARENG BARAT;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.136295;106.721131;Minimarket;;;Aktif
12977391;Bunbun alea frozen food;;;Jl. Kp. Baru No.99 11, RT.11/RW.3;KEMBANGAN UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.169424;106.750198;Frozen Food;;;Aktif
8363818;Alfamart Andong 33;;;9, Jl. Kota Bambu Selatan IV No.53, RT.5/RW.8;KOTA BAMBU SELATAN;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.187132;106.801411;Minimarket;;;Aktif
8364908;Indomaret Tanah Sereal;;;Jl. Tanah Sereal Raya;TANAH SEREAL;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.151702;106.811833;Minimarket;;;Aktif
8364571;Indomaret Jelambar Raya 8 (TA5N);;;3, RT.3/RW.7;JELAMBAR BARU;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.155106;106.792515;Minimarket;;;Aktif
7188801;Mahkota Frozen Food, Meruya;;;Jl. Perumahan Walikota Jakarta Barat No. C3;MERUYA SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.21362;106.723902;Frozen Food;;;Aktif
7855588;indomaret jimbaran 1. TQ04;;;perumahan daan mogot baru Blok 5E No. 5&6, RT.8/RW.12;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.148647;106.710755;Minimarket;;;Aktif
