kode_customer;nama_toko;pemilik;no_hp;alamat;kelurahan;kecamatan;kota;provinsi;lat;lng;kategori_toko;omzet_estimasi;salesman_id;status
7855278;Indomaret Kresek Raya;;;Jl. Raya Kresek No.5, RT.9/RW.13;DURI KOSAMBI;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.176678;106.707299;Minimarket;;;Aktif
12914492;MOR Cafe - RS Pelni Merial;;;Merial Tower, Jl. K.S. Tubun No.92-94;SLIPI;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.193308;106.804738;Minimarket;;;Aktif
12914480;Toko Ahmad;;;Jl. AA No.1 6, RT.6/RW.7;SUKABUMI SELATAN;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.222557;106.768461;Minimarket;;;Aktif
12893937;Beef Wagyu;;;Jl. Puri Indah Raya Blok KJ No.28, RT.1/RW.6;KEMBANGAN SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.18534;106.753581;Minimarket;;;Aktif
7855583;Indomaret Peta Selatan Indah;;;Jl. Peta Selatan No.8-9 blok B, RT.10/RW.1;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.150621;106.702601;Minimarket;;;Aktif
13408234;MUMUSO MALL CIPUTRA;;;Mall Ciputra, RT.11/RW.1;TANJUNG DUREN UTARA;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.168187;106.78661;Department Store;;;Aktif
12426832;Indomaret Jl. Sulaiman;;;Jl. Sulaiman No.56 3, RT.3/RW.3;SUKABUMI UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.206032;106.78151;Minimarket;;;Aktif
13220849;Toko Tasya (Agen Minuman);;;Jl. Flamboyan No.84 8 12 8, RT.8/RW.12;RAWA BUAYA;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.16455;106.747379;Minimarket;;;Aktif
8363175;Alfamart;;;Jl. Bandengan Sel. Kel No.45 1, RT.1/RW.9;PEKOJAN;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.136807;106.800411;Minimarket;;;Aktif
8408207;Alfamidi Kebayoran Lama 3;;;6, Jl. Bang Pitung No.20A, RT.6/RW.1;SUKABUMI UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.213263;106.779343;Minimarket;;;Aktif
8363797;Alfamart (Kembangan Baru 3);;;RT.12/RW.3;KEMBANGAN SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.17873;106.748203;Minimarket;;;Aktif
8855751;Alfa x Grogol;;;Jl. Taman S. Parman;TOMANG;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.169757;106.790544;Minimarket;;;Aktif
8855737;Toko Src Marmo 2 Cengkareng Barat;;;Jl. Menceng Raya;CENGKARENG BARAT;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.126585;106.722258;Minimarket;;;Aktif
8363202;Alfamart Angke Jakarta Barat;;;Angke;ANGKE;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.142799;106.795341;Minimarket;;;Aktif
8363649;Alfamart Moch Mansyur;;;Jl. Pekapuran VIII No. 120 J;TANAH SEREAL;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.148077;106.80766;Minimarket;;;Aktif
8364869;Indomaret (Madison Park Apartment);;;Kawasan Podomoro City;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.178773;106.788496;Minimarket;;;Aktif
7877441;Alfamart Semanan Raya 2 Sma 2;;;Semanan;SEMANAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.157459;106.705573;Minimarket;;;Aktif
8363355;Alfamart;;;Jl. Kembangan Baru Kel No.38, RT.5/RW.3;KEMBANGAN UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.16976;106.748578;Minimarket;;;Aktif
12895078;toko jarendo;;;Jl. Tj. Pura V No.RT.11 3, RT.11/RW.5;PEGADUNGAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.125641;106.695787;Minimarket;;;Aktif
8363844;Alfamart Gajah Mada 3 (KB25);;;Jl. Gajah Mada No.85;KRUKUT;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.155961;106.81779;Minimarket;;;Aktif
8364760;Indomaret Anggrek Cakra;;;Jl. Anggrek Cakra No.37 7, RT.7/RW.9;KEBON JERUK;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.202369;106.777177;Minimarket;;;Aktif
7871950;Alfamart;;;Jl. Kembangan Selatan No.41 5, RT.5/RW.1;KEMBANGAN SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.18645;106.72532;Minimarket;;;Aktif
13188128;TOKO AHMAD;;;Jl. Benda Raya No.29, RT.2/RW.7;KAMAL;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.109534;106.699514;Minimarket;;;Aktif
8855739;Toko Src Sejahtera Ii Kapuk;;;Jl. Kapuk Pulo;KAPUK;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.141319;106.751773;Minimarket;;;Aktif
3222416;212 Mart Kebon Jeruk;;;Kebon Jeruk;KEBON JERUK;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.198771;106.780544;Minimarket;;;Aktif
12884792;Toko Rouf;;;Jl. Kedoya Pesing No.50, RT.2/RW.2;KEDOYA SELATAN;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.178971;106.759794;Minimarket;;;Aktif
6360346;SOGO Central Park;;;Sogo Central park, Jl. S. Parman kav No.28 lantai 2;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.178343;106.790154;Department Store;;;Aktif
8364828;Indomaret Fajar Baru. FBWZ;;;9, Jl. Fajar Baru Selatan No.391, RT.9/RW.4;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.146737;106.733766;Minimarket;;;Aktif
12873536;K3MART Palmerah;;;Jl. Bang Pitung No.396, RT.1/RW.11, Sukabumi Utara;SUKABUMI UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.20729;106.782769;Minimarket;;;Aktif
8363366;Alfamart Apartemen Puri Orchard;;;Apartemen Puri Orchard, Tower Orange Groove, G-09,10, Jl. Outer Ring Road No.Kav. 8;RAWA BUAYA;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.165515;106.72903;Minimarket;;;Aktif
12427286;Indomaret Fresh peta barat 9A;;;Jl. Peta Barat No.9A, RT.1/RW.11;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.144587;106.701545;Minimarket;;;Aktif
11112250;Level Up Kitchen Jual Frozen Food;;;2, Jl. Intan 4 No.F10, Rt.8/Rw.11;MERUYA UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.196365;106.736641;Frozen Food;;;Aktif
8358351;Alfamart Kota Bambu;;;Jl. Kota Bambu Utara Ry No 45, Kel, RT.4/RW.4;KOTA BAMBU SELATAN;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.186312;106.806923;Minimarket;;;Aktif
8364927;Indomaret Gang Songsi;;;Tanah Sereal;TANAH SEREAL;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.150505;106.810082;Minimarket;;;Aktif
13240536;Jakmart Gerai Bambu Larangan;;;Bank Sampah Induk Satu Hati Jkt Barat, Jl. Bina Serasih No.5 5, RT.5/RW.17;CENGKARENG BARAT;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.141714;106.718977;Minimarket;;;Aktif
7165403;Snack Bu Olive Frozen Food;;;Jl. Ketapang Utara I142 c Rt 07 Rw 07;KRUKUT;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.158333;106.816668;Frozen Food;;;Aktif
8855747;Alfa Express Stasiun Mangga Besar;;;Jl. Karang Anyar;TAMAN SARI;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.149057;106.82689;Minimarket;;;Aktif
9924699;Bumi Sayur;;;Jl. Jelambar Barat II No.1 C, RT.5/RW.11;JELAMBAR BARU;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.150229;106.781614;Vegetable Store;;;Aktif
7873809;Alfamart;;;Jl. Kavling Dki Blok 136 Rt.05 Kel, RT.5/RW.2;MERUYA SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.208726;106.730518;Minimarket;;;Aktif
7855567;Indomaret Citra 7.;;;Jl. Citra Garden VII No.7 7, RT.7/RW.11;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.145583;106.70035;Minimarket;;;Aktif
8364829;Indomaret Mangga Raya;;;Jl. Mangga Raya;DURI KEPA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.175514;106.773595;Minimarket;;;Aktif
8856145;Suryamart Pinangsia;;;Jl. Lada Dalam No. 1;PINANGSIA;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.136494;106.814135;Minimarket;;;Aktif
8364856;Indomaret Kampus Binus Syahdan;;;6 No. 12;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.19991;106.785228;Minimarket;;;Aktif
12430218;TOKO LARIS JAYA BERKAH;;;Ps. Cengkareng, Jl. Bangun Nusa Raya No.73 Lantai Dasar BKS, RT.1/RW.2;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.151928;106.729195;Supermarket;;;Aktif
8363719;Alfamart Bangun Nusa 2;;;Jl. Bangun Nusa III No.60, RT.12/RW.3;KAPUK;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.152072;106.739511;Minimarket;;;Aktif
7856683;Indomaret - Green Garden 2;;;Jl. Surya Mulia I No.13 Blok A, RT.7/RW.3;KEDOYA UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.165601;106.762083;Minimarket;;;Aktif
8364553;Indomaret Empang Kapuk;;;Jl. Kapuk Gg. Empang No.3, RT.3/RW.12;KAPUK;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.134319;106.748398;Minimarket;;;Aktif
8358361;Alfamart;;;Jl Sulaiman Ry Rt 6/3 Kel, RT.7/RW.3;SUKABUMI UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.206295;106.779242;Minimarket;;;Aktif
8364861;Indomaret ANGGREK NELLY MURNI. TMXK;;;Jl. Anggrek Neli Murni No.c7 10, RT.10/RW.1;KEMANGGISAN;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.188477;106.79509;Minimarket;;;Aktif
13416871;Ruko Soho i;;;Jl. Casa Cluster Fitonia No.29-11 1, RT.1/RW.4;KEDAUNG KALI ANGKE;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.148028;106.751192;Minimarket;;;Aktif
6352189;LOTTE GROSIR MERUYA;;;Jalan Topas BT No.77, RT.6/RW.11;MERUYA UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.193696;106.733608;Hypermarket;;;Aktif
12559635;Farmers Market Green Sedayu;;;Lantai GF No.12 Green Sedayu Mall Jl. Lkr. Luar Barat Jl. Taman Palem Lestari No.komplek, RT.7/RW.8;CENGKARENG BARAT;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.138407;106.728693;Vegetable Store;;;Aktif
8364650;Indomaret Palem Lestari F568;;;Jl. Taman Palem Lestari Blok J1 No.1, RT.9/RW.15;PEGADUNGAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.131443;106.716633;Minimarket;;;Aktif
8364785;Indomaret SPBU Palmerah Utara F3GY;;;Jl. Palmerah Utara No.56 3, RT.3/RW.6;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.203662;106.796728;Minimarket;;;Aktif
8364008;Indomaret Kapuk Pulo;;;Jl. Kapuk Pulo No.45-37, RT.10/RW.10;KAPUK;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.142057;106.752507;Minimarket;;;Aktif
12874796;Toko Afa;;;Taman Duta Mas, Jl. Kusuma 1C No.7 Blok B4;WIJAYA KUSUMA;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.14979;106.780008;Minimarket;;;Aktif
12876112;Toko DBK Meruya;;;E8 No 19A, Jl. Meruya Utara;MERUYA UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.198638;106.739001;Minimarket;;;Aktif
10633187;MR.DIY;;;Jl. KH.Moh.Mansyur No.119;DURI SELATAN;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.156818;106.807925;Department Store;;;Aktif
8363708;Alfamart;;;Jl. Benda Raya No.09, Rt. 007 / 001, RT.3/RW.1;KAMAL;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.104032;106.709129;Minimarket;;;Aktif
8401169;Miniso Taman Anggrek Mall;;;Taman Anggrek Mall, Jl. Letjen S. Parman;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.178216;106.791949;Department Store;;;Aktif
5474543;Mr Diy Ciputra Citraland;;;Ciputra Mall, Jl. Arteri Siswondo Parman No. 19 - 22a Rt 11 Rw 01;TANJUNG DUREN UTARA;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.16833;106.786347;Department Store;;;Aktif
13408110;Indomaret Garden Boulevard. TX8B;;;Jl. Kapuk Cengkareng No.6, RT.7/RW.14;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.129857;106.735909;Minimarket;;;Aktif
8364078;Indomaret Keadilan 1. Tgof;;;Glodok;GLODOK;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.145665;106.812596;Minimarket;;;Aktif
7879132;Alfamart Taman Surya 2;;;Pegadungan;PEGADUNGAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.133275;106.716694;Minimarket;;;Aktif
8364769;Indomaret Rich Palace;;;Jl. Meruya Ilir Raya No.63;SRENGSENG;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.199009;106.762252;Minimarket;;;Aktif
12896158;CHACHA SEAFOOD KEBUN 200;;;Jl. Kb. Dua Ratus, RT.3/RW.6;KAMAL;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.097612;106.700795;Minimarket;;;Aktif
8363804;Alfamart Mediterania 1 Bougenvile;;;Apartemen Mediterania Garden 1, Jl. Tanjung Duren Raya No.5-9, RT.3/RW.5;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.175099;106.788399;Minimarket;;;Aktif
7869825;Alfamart;;;Jl. Kembangan Utara No.47, RT.2/RW.001 Kel;KEMBANGAN UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.177279;106.734331;Minimarket;;;Aktif
12865856;Transmart Central Park;;;Letjen S. Parman No.28, RT.12/RW.6;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.176805;106.79089;Hypermarket;;;Aktif
8363385;Alfamart Palmerah Barat 2;;;Jl. Palmerah Barat No.52B 3, RT.3/RW.8;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.207548;106.791945;Minimarket;;;Aktif
12887559;Cardiac Mart;;;RS Jantung Harapan Kita, Gedung Ventrikel, Jl. Letjen S. Parman No.Kav. 87;KOTA BAMBU UTARA;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.185363;106.798447;Minimarket;;;Aktif
12904756;Toko Anwar;;;Jl. Asia Baru Tanjakan No.22, RT.3/RW.4;DURI KEPA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.175141;106.770733;Minimarket;;;Aktif
8363796;Alfamart Apartemen Wesling;;;Jl. Kedoya Garden;KEDOYA SELATAN;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.179599;106.751892;Minimarket;;;Aktif
8363231;Alfamart;;;Jl Pendongkelan Blkang Rt 11, Kel, RT.16/RW.13;KAPUK;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.145626;106.741504;Minimarket;;;Aktif
8364792;Indomaret Permata Buana 2;;;Jl. Kembangan Utama No. 3 3;KEMBANGAN UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.180169;106.742423;Minimarket;;;Aktif
13209575;Toko Usaha Bersama Sukabumi;;;Jl. Penyelesaian Tomang IV, RT.6/RW.10;MERUYA UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.201034;106.728944;Minimarket;;;Aktif
12871965;Toko NICO Air;;;Jl. H. Saaba Terusan No.16, RT.1/RW.3;MERUYA SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.215223;106.723579;Minimarket;;;Aktif
8364814;Indomaret Hadiah 2 (EMONEY);;;Jl. Hadiah 2 No.2, RT.2/RW.4;JELAMBAR;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.161484;106.781924;Minimarket;;;Aktif
8918547;Family Mart Taman Kota;;;Jl. Perumahan Taman Kota No.1 Blok E4;KEMBANGAN UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.160568;106.75575;Minimarket;;;Aktif
8364669;Indomaret Ruko Miami. FQ96;;;RT.7/RW.14;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.134312;106.732777;Minimarket;;;Aktif
8363694;Alfamart Fajar Baru Cengkareng Timur;;;Cengkareng Timur;CENGKARENG TIMUR;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.146581;106.732393;Minimarket;;;Aktif
8363817;Alfamart Brigjen Katamso 22 (KE36);;;Jl. Brigjen Katamso No.32, RT.3/RW.9;KOTA BAMBU SELATAN;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.189202;106.79934;Minimarket;;;Aktif
8363637;alfamart Jembatan Lima Raya 3;;;Jl. KH.Moh.Mansyur No.166A 1, RT.1/RW.9;TANAH SEREAL;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.153344;106.807998;Minimarket;;;Aktif
8364871;Indomaret Mediterania Bougenvile;;;Tanjung Duren Selatan;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.17429;106.788125;Minimarket;;;Aktif
8855742;Toko Src Kardi Kapuk;;;Jl. Masjid Al Munawaroh Barat;KAPUK;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.128465;106.74057;Minimarket;;;Aktif
8413027;Rahman Minimarket;;;Jl. Gili Sampeng;KEBON JERUK;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.192904;106.779137;Minimarket;;;Aktif
8363394;Alfamart;;;Tawakal vi, Gg. 1, RT.3/RW.9;TOMANG;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.167468;106.795601;Minimarket;;;Aktif
8358326;Alfamart Kemanggisan 1;;;Jl. Komp. Migas III, RT.8/RW.1;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.196579;106.787549;Minimarket;;;Aktif
8363819;Alfamart Kota Bambu 2;;;Jl. Kota Bambu Raya No.39 1, RT.9/RW.4;KOTA BAMBU UTARA;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.185426;106.80506;Minimarket;;;Aktif
8855753;Wilson Mart (Toko Wilson);;;Jl. Angke Jaya XIII No.1 8, RT.2/RW.5;ANGKE;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.143805;106.797307;Minimarket;;;Aktif
13214014;Uus Store;;;Pas Tiang Indomaret, Ruko Kalideres Indah III No.Blok A, RT.6/RW.11;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.143588;106.699117;Minimarket;;;Aktif
12432950;Alfamart;;;Jl.Kebon Jahe No.50 Rt 13/3 Kel, Jl. Jl. 4A No.38, RT.13/RW.3;KAPUK;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.132812;106.743906;Minimarket;;;Aktif
10631040;MR.DIY;;;Jl. Meruya Utara No.43, RT.18/RW.4;MERUYA UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.19795;106.737063;Department Store;;;Aktif
9925342;Sayur Bude Nurul;;;Joglo;JOGLO;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.21649;106.750143;Vegetable Store;;;Aktif
8364674;Indomaret Boulevard Taman Palem. Tojg;;;Jl. Taman Palem Lestari No. A11 38;CENGKARENG BARAT;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.136007;106.72083;Minimarket;;;Aktif
12869332;Agen Bank Mandiri TOKO NADA;;;Jl. Komp. Departemen Agama No.4 4, RT.4/RW.3;KEDAUNG KALI ANGKE;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.15568;106.760161;Minimarket;;;Aktif
8364441;Indomaret Point Green Central City;;;Green Central City, Jl. Gajah Mada No. 188;GLODOK;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.14739;106.815238;Minimarket;;;Aktif
12893977;Toko Ucok Adhit Harahp;;;Gg. H. Rabbi No.38 2, RT.2/RW.13;DURI KOSAMBI;CENGKARENG;JAKARTA BARAT;DKI JAKARTA;-6.175376;106.716566;Minimarket;;;Aktif
11117136;Prima Freshmart Kota Bambu Raya;;;Jl. Kota Bambu Raya No.16, RT.:004/RW:003/RW.3;KOTA BAMBU UTARA;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.186232;106.807295;Frozen Food;;;Aktif
8358250;Indomaret Grogol;;;Jl. Doktor Muwardi Raya No. 18;GROGOL;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.164063;106.794277;Minimarket;;;Aktif
8364802;Indomaret Basmol Raya;;;Kembangan Utara;KEMBANGAN UTARA;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.164147;106.749995;Minimarket;;;Aktif
8402075;GrandLucky Paragon;;;Grand Paragon Mall, Jl. Gajah Mada No.126;KEAGUNGAN;TAMAN SARI;JAKARTA BARAT;DKI JAKARTA;-6.151829;106.81612;Supermarket;;;Aktif
6554079;Frozen Food 4 Bersaudara Home Care Buah, Srengseng Kembangan Jak Bar;;;Jl. K.H. Nasir Gg. H. Salam Srengseng Kembangan Jak Bar;SRENGSENG;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.20487;106.755549;Frozen Food;;;Aktif
8364560;Indomaret plus;;;Jl. Jelambar Barat IIIA No.28 3, RT.3/RW.5;JELAMBAR BARU;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.150655;106.783391;Minimarket;;;Aktif
8364817;Indomaret Empang Bahagia 4;;;Jl. Empang Bahagia Raya No.6 1, RT.1/RW.6;JELAMBAR;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.159189;106.790153;Minimarket;;;Aktif
8358243;Indomaret Fresh Mandala Raya;;;Jl. Mandala Raya;TOMANG;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.176451;106.799587;Minimarket;;;Aktif
8363186;Alfamart;;;Jl. Sawah Lio V Kel No.17 4, RT.4/RW.3;JEMBATAN LIMA;TAMBORA;JAKARTA BARAT;DKI JAKARTA;-6.144974;106.803418;Minimarket;;;Aktif
7864089;Indomaret Raya Peta Barat Tffs;;;Jl. Peta Barat No. 65;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.134231;106.691188;Minimarket;;;Aktif
8855741;Daily Mart Apartemen Mediterania Garden;;;Jl. Mediterania Garden;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.175131;106.788723;Minimarket;;;Aktif
7880914;Familymart Apartment Citra Living;;;Apartemen Citra Living, Jl. Citra 7 No. 7;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.145914;106.701794;Minimarket;;;Aktif
8364644;Indomaret Ruko Menceng Raya;;;Jl. Menceng Raya No.29, RT.5/RW.6;TEGAL ALUR;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.126788;106.721085;Minimarket;;;Aktif
12884237;Indomart Almanah;;;Jl. Jelambar Madya 3 No.1235 Blok 1393A, RT.9/RW.2;JELAMBAR;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.156202;106.780275;Minimarket;;;Aktif
12422463;Alfamart;;;Jl. Ks. Tubun No. 17, Kel No.05, RT.1/RW.5;SLIPI;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.19912;106.80221;Minimarket;;;Aktif
8364812;Indomaret Centro City;;;Gg. Macan;KEDOYA UTARA;KEBON JERUK;JAKARTA BARAT;DKI JAKARTA;-6.163912;106.77211;Minimarket;;;Aktif
11107094;Prima Freshmart Citra Garden 1;;;Komp, Perumahan Citra Garden City 1, Ruko D7, No.6, Kalideres Rt.34 9, Rt.9/Rw.16;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.145564;106.69539;Frozen Food;;;Aktif
12893553;Toko ERA and Gurning Home;;;terusan No.12,, Jl. H. Sa'aba, RT.1/RW.3;MERUYA SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.215136;106.723677;Minimarket;;;Aktif
8364816;Indomaret Latumenten 20;;;Jl. Prof. Dr. Latumeten No. 20C 18;JELAMBAR;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.159997;106.790599;Minimarket;;;Aktif
2951768;Matahari Department Store Lippo Mall Puri;;;Kembangan Selatan;KEMBANGAN SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.18999;106.740001;Department Store;;;Aktif
7871221;Alfamart Kamal Muara;;;Jalan Kamal Muara 5, RT.5/RW.8;TEGAL ALUR;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.113146;106.723732;Minimarket;;;Aktif
8918844;Ceria Mart Tanjung Gedong;;;Jl. Tanjung Gedong Blok Tawakal 4c No.9;TOMANG;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.168612;106.793836;Minimarket;;;Aktif
13408326;Alfamidi Peta Barat;;;Jl. Peta Barat No.148;KALIDERES;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.133106;106.690323;Minimarket;;;Aktif
8364779;Indomaret Palmerah Barat 39 - TROX;;;Jl. Palmerah Barat VI No.58 8, RT.3/RW.10;PALMERAH;PAL MERAH;JAKARTA BARAT;DKI JAKARTA;-6.205026;106.785972;Minimarket;;;Aktif
8401179;Miniso Neo Soho Mall;;;Neo Soho Mall, Jl. Letjen S. Parman No. 28;TANJUNG DUREN SELATAN;GROGOL PETAMBURAN;JAKARTA BARAT;DKI JAKARTA;-6.175311;106.790165;Department Store;;;Aktif
8363331;Alfamart Kembangan Selatan Jakarta Barat;;;Kembangan Selatan;KEMBANGAN SELATAN;KEMBANGAN;JAKARTA BARAT;DKI JAKARTA;-6.185548;106.752574;Minimarket;;;Aktif
7210300;Ns Frozen Food & Snacks, Semanan;;;Jl. Daarul Huda No. 21;SEMANAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.164795;106.700232;Frozen Food;;;Aktif
8364832;Indomaret Gaga Utama;;;Jl. Gaga Utama;SEMANAN;KALIDERES;JAKARTA BARAT;DKI JAKARTA;-6.167428;106.699422;Minimarket;;;Aktif
