kode_existing;nama_toko;brand_kompetitor;alamat;lat;lng;sumber_data;catatan
R34536;WARUNG AKIN PALMERAH;TKO;PALMERAH;-6.190644;106.7949;Internal;
R34541;WARUNG ILHAM KOIR;TKO;PALMERAH;-6.185711;106.8051;Internal;
R34550;WARUNG IKBAL CL;TKO;PALMERAH;-6.225523;106.7037;Internal;
R34554;WARUNG LARAS CL;TKO;PALMERAH;-6.225643;106.7039;Internal;
R34575;WARUNG IKNAN CL;TKO;PALMERAH;-6.181488;106.8073;Internal;
R34592;WARUNG IMAM PALMERAH;TKO;IMAM;-6.190286;106.7825;Internal;
R34603;WARUNG APEK;TKO;PALMERAH;-6.178914;106.809;Internal;
R34644;WARUNG MADURA PALMERAH;TKO;PALMERAH;-6.201874;106.7872;Internal;
R34728;WARUNG HAMKA PL;TKO;PALMERAH;-6.194806;106.7865;Internal;
R34740;WARUNG SOBRI PL;TKO;PALMERAH;-6.200929;106.7949;Internal;
R34783;WARUNG IKBAL PL;TKO;PALMERAH;-6.195209;106.7876;Internal;
R34786;WARUNG JIBAR PL;TKO;PALMERAH;-6.192297;106.7832;Internal;
R34794;WARUNG ALKAS PL;TKO;PALMERAH;-6.198846;106.7953;Internal;
R34814;WARUNG CACA PLM;TKO;PALMERAH;-6.190273;106.7825;Internal;
R34843;WARUNG PULI PLM;TKO;PALMERAH;-6.201463;106.7933;Internal;
R34882;WARUNG KIBAL;TKO;PALMERAH;-6.201671;106.7934;Internal;
R34883;WARUNG INDAH PLM;TKO;PALMERAH;-6.201556;106.7933;Internal;
R34893;WARUNG IMAM PLM;TKO;PALMERAH;-6.190749;106.7948;Internal;
R34920;WARUNG KANG SALEH;TKO;PALMERAH;-6.20554;106.7924;Internal;
R35021;WARUNG ANDIN PLM;TKO;PALMERAH;-6.197825;106.783;Internal;
R35027;WARUNG IMAM PLM;TKO;PALMERAH;-6.204336;106.793;Internal;
R35029;WARUNG BU AYU;TKO;PALMERAH;-6.201606;106.7932;Internal;
R35045;WARUNG AKDAN PLM;TKO;PALMERAH;-6.204524;106.787;Internal;
R35051;WARUNG ROMO PLM;TKO;PALMERAH;-6.201719;106.7932;Internal;
R35052;WARUNG NATUN PLM;TKO;PALMERAH;-6.196961;106.7939;Internal;
R35056;WARUNG KODIR KARIS;TKO;PALMERAH;-6.194779;106.7897;Internal;
R35057;WARUNG RAVI MADURA;TKO;PALMERAH;-6.193428;106.7858;Internal;
R35140;WARUNG YUSUF 2;TKO;PALMERAH;-6.197635;106.7832;Internal;
R9338;WARUNG YANTO;TKO;TANJUNG PURA NO 21;-6.202015;106.7866;Internal;
R9342;TOKO ADIBA;TKO;JL.KEMANGGISAN PULO NO 4;-6.201989;106.7889;Internal;
R9706;WARUNG JANAH;TKO;ANGGREK ROSLIANA 1 NO 1 RT 9 RW3;-6.194162;106.7935;Internal;
R9709;TOKO BAGUS SAJIWO;TKO;JL ANGGREK ROSLIANA NO 204;-6.194169;106.7934;Internal;
R9710;TOKO ACEH BERKAH;TKO;ROSLIANA RAYA NO 30;-6.192697;106.7942;Internal;
R9716;TOKO AHMAD;TKO;JL BAMBU LARANGAN NO 203;-6.190807;106.7949;Internal;
32984;MADURA AL HIKMAH;TKO;JLN.DHARMA WANITA;-6.15721;106.7317;Internal;
R11156;TOKO RAIHAN;TKO;JL DHARMA WANITA V NO.4;-6.15939;106.7322;Internal;
R11431;TOKO UMI;TKO;JL SEMANAN RAYA RT 2 RW 6 NO 48;-6.1550241;106.7475441;Internal;
R12236;TOKO NABILA 1;TKO;JL CENGKARENG DRAIN;-6.153279;106.7488;Internal;
R12683;TOKO ANIS;TKO;JL KB JAHE;-6.138235;106.7512;Internal;
R12686;TOKO ANDRI;TKO;JL PEDONGKELAN RAYA;-6.13851;106.7512;Internal;
R13925;WR FITRI;TKO;POGLAR;-6.152207;106.742;Internal;
R16089;TOKO RESTA;TKO;JL CEMPAKA RAYA NO 120;-6.152305;106.7467;Internal;
R16244;MADIRA K CONK;TKO;JL CENGKARENG RAYA;-6.133401;106.7478;Internal;
R16368;TOKO AKIN;TKO;JL.PEDONGKELAN RAYA;-6.146045;106.7507;Internal;
R16376;TOKO ANDIKA;TKO;JL ALFALAH;-6.151584;106.7478;Internal;
R16384;TOKO BANG GALIH;TKO;JL.MAWAR RAYA;-6.148894;106.7431;Internal;
R16393;WARUNG ROMI MADURA;TKO;JL.UKIR.2;-6.149829;106.7425;Internal;
R16454;BUDE KARDI;TKO;JL.KAPUK KAMAL RAYA;-6.128419;106.7406;Internal;
R16549;WARUNG ROMLIH;TKO;JL.JEMBATAN GANTUNG;-6.157846;106.7484;Internal;
R16727;WARUNG IRMA;TKO;JL.PANAMAS /API;-6.146682;106.7441;Internal;
R16737;WARUNG IBU AYU;TKO;JL.PANAMAS;-6.147079;106.7436;Internal;
R16762;WARUNG BUDE IRFAN;TKO;JL.DAAN MOGOT RAYA;-6.157161;106.7551;Internal;
R16918;BANGKIT JAYA;TKO;JL.UKIR 2;-6.150692;106.7423;Internal;
R16952;TOKO SETIA;TKO;JL.PINTU SENG;-6.144916;106.7426;Internal;
R16963;MADURA AMIN BERKAH;TKO;JL.SAMARASA;-6.1452;106.7418;Internal;
R17167;WARUNG KASIH.2;TKO;JL.PERKAMPUNGAN KAPUK;-6.138409;106.7495;Internal;
R17182;WARUNG TRI;TKO;JL.JEMBATAN GANTUNG;-6.156147;106.7487;Internal;
R20932;TOKO MADURA SUMENAP;TKO;JALAN RAYA SEMANAN;-6.1693125;106.7069518;Internal;
R23873;MADURA AL JAZIRAH;TKO;JLN.KAPUK PASAR DARURAT;-6.135212;106.749;Internal;
R24176;TOKO DARWIS;TKO;JLN.DHARMA WANITA;-6.158822;106.7322;Internal;
R24181;WARUNG ALIF;TKO;JLN.JATI;-6.145212;106.7418;Internal;
R24261;WARUNG BUDE GIAT;TKO;JLN.PERKAMPUNGAN KAPUK;-6.136809;106.7485;Internal;
R24289;WARUNG RIZAKI;TKO;JLN.KAPUK RAWA GABUS;-6.129546;106.7402;Internal;
R24290;WARUNG SIFA;TKO;JLN.MANUNGGAL;-6.130063;106.7408;Internal;
R24316;WARUNG RATNA;TKO;JLN.KAPUK RAWA GABUS;-6.130085;106.7405;Internal;
R24321;WARUNG NOUVAL;TKO;JLN.KAPUK RAWA GABUS;-6.130134;106.741;Internal;
R24322;WARUNG HANI;TKO;JLN.KALIPASIR DALAM;-6.130197;106.7408;Internal;
R24324;MADURA 2;TKO;JLN.KAPUK RAWA GABUS;-6.130298;106.7411;Internal;
R24328;WARUNG BILQIS;TKO;JLN.KAPUK RAWA GABUS;-6.130572;106.7414;Internal;
R24333;TOKO GIBRAN;TKO;JLN.MANUNGGAL;-6.13055;106.7415;Internal;
R24338;WARUNG PAKDE HERI;TKO;JLN.KAPUK RAWA GABUS;-6.1306769;106.739996;Internal;
R24342;WARUNG IBU IYAS;TKO;JLN.MANUNGGAL JLN.RAYA KAPUK;-6.131237;106.7418;Internal;
R24344;WARUNG MAMA RIRIN;TKO;JLN.MANUNGGAL JLN.RAYA KAPUK;-6.131123;106.7417;Internal;
R24407;TOKO BU SRI;TKO;JLN.HJ MUSALIP;-6.157328;106.7556;Internal;
R24409;WARUNG EP EP;TKO;JLN.DAAN MOGOT;-6.15751;106.7558;Internal;
R24413;WARUNG MBK IPAH;TKO;JLN.HJ MUSANIF;-6.15773;106.7565;Internal;
R24416;TOKO ANDIN;TKO;JLN.HJ MUSANIF;-6.157752;106.7564;Internal;
R24421;WARUNG FIKRI;TKO;JLN.HJ MUSANIF;-6.157693;106.7562;Internal;
R24425;WARUNG KEMBAR;TKO;JLN.DAAN MOGOT;-6.156507;106.7532;Internal;
R24427;WARUNG IBU IKA;TKO;JLN. DAAN MOGOT;-6.156811;106.7325;Internal;
R24430;WARCIP JAYA;TKO;JLN.DAAN MOGOT;-6.15645;106.7524;Internal;
R24431;WARUNG BU IIN;TKO;JLN.DAAN MOGOT;-6.156366;106.7522;Internal;
R24433;WARUNG PAK MAMAT;TKO;JLN.DAAN MOGOT;-6.156309;106.7521;Internal;
R24497;TOKO ANUGRAH;TKO;JLN.KAPUR RW GABUS;-6.131567;106.7419;Internal;
R24500;WARUNG VIVI;TKO;JL TAMAN KOTA GG H MUSANIF RT2 RW8;-6.133589;106.7479;Internal;
R24502;WARUNG IKBAL;TKO;JLN.KAPUK RW GABUS;-6.132261;106.7424;Internal;
R24513;MADURA SURYANA;TKO;JLN.KB JAHE;-6.132698;106.7428;Internal;
R24521;WARUNG RAMA;TKO;JLN.KB JAHE;-6.133374;106.7426;Internal;
R24523;TOKO SRI BULAN;TKO;JLN.HJ.GEBOG;-6.133606;106.7425;Internal;
R24531;WARUNG NAOMI;TKO;JLN.KB JAHE;-6.133442;106.7433;Internal;
R24535;WARUNG PUPUT;TKO;JLN.KAPUK KB JAHE;-6.133527;106.7434;Internal;
R24538;WARUNG ILHAM;TKO;JLN.KB JAHE;-6.133551;106.7434;Internal;
R24546;WARUNG ALDY CELL;TKO;JLN KAPUK;-6.133931;106.7434;Internal;
R24548;WARUNG OGAN;TKO;JLN.KAPUK KB JAHE;-6.134084;106.7435;Internal;
R24550;WARUNG WAHYUDI;TKO;JLN.KAPUK KB JAHE;-6.134095;106.7435;Internal;
R24553;TOKO BUDE GENDUT;TKO;JLN.KAPUK;-6.134239;106.7435;Internal;
R24554;TOKO WIWIK;TKO;JLN.KAPUK;-6.134648;106.7439;Internal;
R24556;MADURA RIAN;TKO;JLN.KAPUK;-6.134783;106.7441;Internal;
R24608;MADURASA;TKO;JLN.KAPUK;-6.146848;106.7431;Internal;
R24611;TOKO EVA;TKO;JLN.PINTU SENG;-6.146405;106.7431;Internal;
R24618;WARUNG SEMBAKO AQILA;TKO;JLN.PINTU SENG;-6.145991;106.7432;Internal;
R24627;TOKO CAHAYA MUDA MADURA;TKO;JLN.PEDONGKELAN;-6.145808;106.7434;Internal;
R24630;TOKO BASMALLAH 1;TKO;JLN.PEDONGKELAN BELAKANG;-6.145069;106.7431;Internal;
R24642;TOKO WIJAYA 2;TKO;JLN.KAPUK;-6.144911;106.7421;Internal;
R24650;TOKO OLIP;TKO;JLN.AL FATH;-6.145236;106.7417;Internal;
R24652;WARUNG MAMA MELDA;TKO;JLN.JATI;-6.145375;106.7418;Internal;
R24658;WARUNG MAMA NANDA;TKO;JLN.AMD;-6.146421;106.7418;Internal;
R24665;TOKO INTAN;TKO;JLN.AMD;-6.146486;106.7417;Internal;
R24723;TOKO BAROKAH;TKO;JLN.DAAN MOGOT ESTATE;-6.151798;106.7398;Internal;
R24734;TOKO IYUT;TKO;JLN.DAAN MOGOT ESTATE;-6.151106;106.7404;Internal;
R24737;TOKO KAFI;TKO;JLN.DAAN MOGOT ESTATE;-6.151009;106.7404;Internal;
R24741;WARUNG FITO;TKO;JLN.DAAN MOGOT ESTATE;-6.150835;106.7404;Internal;
R24748;TOKO KALIMIN;TKO;JLN.AMD;-6.147593;106.7412;Internal;
R24750;WARUNG ACA;TKO;JLN.AMD;-6.147731;106.7412;Internal;
R24755;MADURA PUTRA MALOKA;TKO;JLN.AMD;-6.147239;106.7413;Internal;
R24758;WARUNG RAHMAN;TKO;JLN.AMD;-6.147055;106.7413;Internal;
R24762;WARUNG MAMAH NANUN;TKO;JL. MUHAJIRIN CENGKARENG TIMUR;-6.146242;106.7423;Internal;
R24764;WARUNG RISMA;TKO;JL. MUHAJIRIN CENGKARENG TIMUR;-6.146299;106.7423;Internal;
R24767;WARUNG LESTARI;TKO;JLN.PEDONGKELAN BELAKANG;-6.146986;106.7414;Internal;
R24769;WARUNG BUK SUSI;TKO;JLN.PEDONGKELAN BELAKANG;-6.146878;106.7414;Internal;
R24777;WARUNG BUK NUR;TKO;JLN.MOH HAMIL;-6.147026;106.7414;Internal;
R24794;WARUNG AWAL;TKO;JLN.KALIPASIR DALAM;-6.12889;106.7399;Internal;
R24795;WARUNG IBU RIMOT;TKO;JLN.KALIPASIR DALAM;-6.128848;106.7399;Internal;
R24796;WARUNG IBU SISIL;TKO;JLN.KALIPASIR DALAM;-6.12883;106.74;Internal;
R24800;WARUNG MAMA AL;TKO;JLN.KALIPASIR DALAM;-6.128323;106.7398;Internal;
R24821;MADURA JAYA;TKO;JLN.JEMBATAN GANTUNG;-6.155971;106.7483;Internal;
R24823;WARUNG SAMINGAN;TKO;JLN.JEMBATAN GANTUNG;-6.157225;106.7481;Internal;
R24867;WARUNG LALA;TKO;JL. JATI KAPUK CENGKARENG TIMUR;-6.145947;106.7417;Internal;
R24870;WARUNG BU ETI;TKO;JL. JATI KAPUK CENGKARENG;-6.145922;106.7418;Internal;
R24878;WARUNG DILA;TKO;JL. JATI KAPUK CENGKARENG;-6.145571;106.7396;Internal;
R24884;WARUNG BERKAH;TKO;JL. JATI KAPUK CENGKARENG;-6.145572;106.7396;Internal;
R25086;WARUNG TIARA;TKO;JLN.PS TIMBUL BENAT;-6.140641;106.7452;Internal;
R25092;WARUNG ARI;TKO;JLN.PS BENAT;-6.141251;106.7448;Internal;
R25101;WARUNG JAELANI;TKO;JLN.PS TIMBUL;-6.140915;106.7451;Internal;
R25119;WARUNG SEMBAKO NAIRA;TKO;JLN.PS TIMBUL BENAT;-6.14142;106.7447;Internal;
R25124;WARUNG BUDE ANIS;TKO;JLN.PS TIMBUL BENAT;-6.141605;106.7445;Internal;
R25129;WARUNG BU WATI;TKO;JLN.PS TIMBUL BENAT;-6.141535;106.7443;Internal;
R25139;WARUNG MADURA ABRAHAM;TKO;JLN.TENIS;-6.141673;106.7441;Internal;
R25216;WARUNG AMINAH;TKO;JLN.JATI;-6.14555;106.7408;Internal;
R25221;WARUNG IRFAN;TKO;JLN.JATI;-6.14558;106.7408;Internal;
R25241;TK MADURA OLIP;TKO;JLN.JATI;-6.145605;106.7404;Internal;
R25244;WARUNG BUK SOF;TKO;JLN.JATI;-6.145595;106.7394;Internal;
R25248;MADURA RAHMAD;TKO;JLN.JATI;-6.144516;106.7406;Internal;
R25261;WARUNG LIA PENGKOLAN;TKO;JLN.SAMARASA;-6.144177;106.7409;Internal;
R25263;MADURA BASMALLAH 2;TKO;JLN.BAKTI;-6.143754;106.7412;Internal;
R25273;WARUNG IIS;TKO;JLN.SAMARASA;-6.14361;106.7413;Internal;
R25275;MADURA YUNI;TKO;JLN.PEDONGKELAN BELAKANG;-6.143155;106.7414;Internal;
R25279;WARUNG ISMI;TKO;JLN.H TABAR;-6.143237;106.7415;Internal;
R25283;WARUNG BUNGA ABIL;TKO;JLN.H.TABAR;-6.142749;106.7417;Internal;
R25285;WARUNG AISYAH;TKO;JLN.H.TABAR;-6.142653;106.7418;Internal;
R25429;WARUNG GHOFUR;TKO;JLN.KAPUK DARURAT;-6.136421;106.7492;Internal;
R25432;WARUNG HASBI;TKO;JLN.KAPUK DARURAT;-6.136467;106.7492;Internal;
R25440;WARUNG BETAWI;TKO;JLN.H.SABERIN;-6.13625;106.7492;Internal;
R25441;WARUNG SOHIRIN;TKO;JLN.KAPUK DARURAT;-6.136211;106.7492;Internal;
R25444;WARUNG MAMAH OJI;TKO;JLN.KAPUK DARURAT;-6.13603;106.7492;Internal;
R25447;WARUNG IBU MUMUN;TKO;JLN.KAPUK DARURAT;-6.135562;106.7496;Internal;
R25454;WARUNG AUREL NABILA;TKO;JLN.KAPUK;-6.134612;106.7484;Internal;
R25457;WARUNG FAISAL 2;TKO;JLN.KAPUK;-6.134469;106.7483;Internal;
R25462;WARUNG RICK;TKO;JLN.KAPUK;-6.134214;106.7484;Internal;
R25464;TOKO VITA;TKO;JLN.KAPUK;-6.134248;106.7484;Internal;
R25471;WARUNG MEGA;TKO;JLN.KAPUK;-6.133956;106.7485;Internal;
R25481;WR ARJA;TKO;JL. PENDONGKELAN RAYA CENGKARENG;-6.150477;106.7494;Internal;
R25484;AL BAROKAH;TKO;KAPUK;-6.147146;106.7481;Internal;
R25507;WR ALYA;TKO;CENGKARENG;-6.151502;106.7421;Internal;
R25576;WARUNG SIMANJUTAK;TKO;JLN.DELIMA MERAH;-6.14251;106.7478;Internal;
R25577;MADURA HASBI;TKO;JLN.DELIMA MERAH;-6.142569;106.7478;Internal;
R25584;WARUNG MUSIROH;TKO;JLN.MANIK MANIK;-6.14245;106.7478;Internal;
R25590;WARUNG RATNA;TKO;JLN.OPTISIDA;-6.141463;106.7494;Internal;
R25593;WARUNG TIO;TKO;JLN BATU BULAN;-6.141546;106.75;Internal;
R25597;WARUNG RAIHAN;TKO;JLN.BATU BULAN;-6.142164;106.7495;Internal;
R25603;WARUNG LINDA;TKO;JLN.BATU BULAN;-6.142457;106.7495;Internal;
R25607;WARUNG WISNU;TKO;JLN.TENIS RAYA;-6.143346;106.7491;Internal;
R25608;WARUNG CAHAYA TANAROS;TKO;JLN.OPTISIDAN;-6.142343;106.7491;Internal;
R25707;WARUNG IBU KALAM;TKO;JLN.BELAKANG KELURAHAN;-6.132501;106.7466;Internal;
R25711;WARUNG IBU ATUN;TKO;JLN.KAPUK;-6.132546;106.7467;Internal;
R25716;WARUNG IBU LILIS;TKO;JLN.BELAKANG KELURAHAN;-6.131708;106.7454;Internal;
R25717;TOKO IRNA;TKO;JLN.MASJID AL MUNAWAROH;-6.131784;106.7454;Internal;
R25722;WARUNG SIFA;TKO;JLN.MASJID AL MUNAWAROH;-6.131329;106.7448;Internal;
R25733;WARUNG MAMA FIGO;TKO;JLN.MASJID AL MUNAWAROH;-6.131243;106.7447;Internal;
R25736;WARUNG ROBI;TKO;JLN.MASJID AL MUNAWAROH;-6.130806;106.744;Internal;
R25738;WR EDI;TKO;JL. MELATI RAYA;-6.151087;106.7448;Internal;
R25739;WARUNG TIAS;TKO;JLN.MASJID AL MUNAWAROH;-6.130789;106.7441;Internal;
R25745;WARUNG MUDA BERKAH;TKO;JLN.RAYA KAPUK;-6.130297;106.7434;Internal;
R25747;WARUNG RIDWAN;TKO;JLN.KAPUK KAMAL RAYA;-6.130226;106.7433;Internal;
R25748;WARUNG MAMA DANIS;TKO;JLN.RAYA KAPUK;-6.1302;106.7432;Internal;
R25750;WARUNG SRI;TKO;JLN.MASJID AL MUNAWAROH;-6.13007;106.7429;Internal;
R25824;TOKO BAROKAH NADILA 1;TKO;JLN.KB JAHE;-6.13456;106.7457;Internal;
R25837;WARUNG ZAHRA;TKO;JLN.KB JAHE;-6.134774;106.7459;Internal;
R25840;WARUNG ALDI;TKO;JLN.KB JAHE;-6.13479;106.7459;Internal;
R25846;WARUNG KARYO;TKO;JLN.KB JAHE;-6.134886;106.7459;Internal;
R25852;WR BISMILLAH;TKO;JLN.KB JAHE;-6.13526;106.7462;Internal;
R25857;TOKO LEMAN;TKO;JLN.KB JAHE;-6.13539;106.7463;Internal;
R25862;MADURA HIDAYAT;TKO;JLN.KAPUK SANTRI;-6.136032;106.7469;Internal;
R25865;WARUNG PAK MAMAN;TKO;JLN.KAPUK SANTRI;-6.135848;106.7472;Internal;
R25868;MADURA NAURA;TKO;JLN.KAPUK SANTRI;-6.135732;106.7473;Internal;
R25870;WR BUNDA GILANG;TKO;JLN.KAPUK SANTRI;-6.135655;106.7474;Internal;
R25874;WR IBU ARI;TKO;JLN.ALAM TUJUH;-6.135496;106.7473;Internal;
R25875;WARUNG RAHADI;TKO;JLN.ALAM TUJUH;-6.135324;106.7472;Internal;
R25876;MADURA IBNU SETIA BUDI;TKO;JLN.ALAM TUJUH;-6.135169;106.747;Internal;
R25880;MADURA RUSTAM AJI;TKO;JLN.KAPUK SANTRI;-6.135078;106.7482;Internal;
R26058;WARUNG SISKA;TKO;JLN.PERKAMPUNGAN KAPUK;-6.137549;106.7486;Internal;
R26063;WARUNG NAUFAL;TKO;JLN.PERKAMPUNGAN KAPUK;-6.137695;106.7486;Internal;
R26258;WARUNG TASYA;TKO;JLN.KAPUK;-6.128177;106.7404;Internal;
R26263;WARUNG DIAH;TKO;JLN.MASJID AL MUNAWAROH;-6.128191;106.7403;Internal;
R26266;WARUNG AL FAZZAH;TKO;JLN.MASJID AL MUNAWAROH;-6.128204;106.7403;Internal;
R26271;WARUNG SAMBUNG RASA PAK GIO;TKO;JLN.MASJID AL MUNAWAROH;-6.127986;106.7402;Internal;
R26280;WARUNG MAMA ALFA;TKO;JLN.MASJID AL MUNAWAROH;-6.128221;106.7401;Internal;
R26323;MADURA WAHYUDI;TKO;JLN.UKIR 2;-6.151455;106.7421;Internal;
R26431;WARUNG ILLAH;TKO;JLN.KAPUK;-6.137764;106.7464;Internal;
R26434;WARUNG TRIA;TKO;JLN.KAPUK;-6.137381;106.746;Internal;
R26435;MADURA JAYA 2;TKO;JLN.KAPUK;-6.137604;106.7454;Internal;
R26438;WARUNG MONICA;TKO;JLN.KAPUK;-6.137558;106.7456;Internal;
R26440;WARUNG SELLY;TKO;JLN.KAPUK;-6.137506;106.7463;Internal;
R26446;WARUNG SITI;TKO;JL.PEDONGKELAN;-6.137897;106.7466;Internal;
R26458;WARUNG EKO;TKO;JLN.KARYA UTANA;-6.139823;106.745;Internal;
R26461;WARUNG BAROKAH;TKO;JLN.KAPUK;-6.139613;106.7454;Internal;
R26557;WARUNG ALI;TKO;JLN.UKIR 2;-6.151065;106.7421;Internal;
R26561;TOKO AULIA;TKO;JLN.UKIR 2;-6.149322;106.7428;Internal;
R26565;WARUNG AMANAH;TKO;JLN.MAWAR 1;-6.148539;106.743;Internal;
R26575;WARUNG BORNEO;TKO;JLN.MAWAR LLL;-6.148067;106.7435;Internal;
R26578;WARUNG PELITA 2;TKO;JLN.WARU RAYA;-6.147942;106.7443;Internal;
R26596;WARUNG PAKDE;TKO;JLN.MAWAR 3;-6.14821;106.7431;Internal;
R26603;WARUNG ARIFIN;TKO;JLN.TANAMAS;-6.147554;106.7439;Internal;
R26606;WARUNG MAK EMI;TKO;JLN.PANAMAS;-6.147084;106.7442;Internal;
R26608;WARUNG MAMA HAIKAL;TKO;JLN.TANAMAS;-6.14647;106.7446;Internal;
R26610;WARUNG ILHAM;TKO;JLN.TANAMAS;-6.146693;106.7445;Internal;
R26611;WR ABU MUHAMAD;TKO;CENGKARENG;-6.149962;106.7455;Internal;
R26613;WR HANIFA;TKO;CENGKARENG;-6.149594;106.7454;Internal;
R26614;WR IBU RESTU;TKO;CENGKARENG;-6.149386;106.7454;Internal;
R26655;WARUNG ENJEL;TKO;JLN.KAPUK SANTRI;-6.134924;106.7442;Internal;
R26656;WARUNG FIRMAN;TKO;JLN.KB JAHE;-6.13506;106.7443;Internal;
R26658;TOKO NIANA;TKO;JLN.KB JAHE;-6.135063;106.7443;Internal;
R26661;WARUNG MBA TIUL;TKO;JLN.KB JAHE;-6.135325;106.7445;Internal;
R26665;TOKO IIS;TKO;JLN.KB JAHE;-6.135353;106.7445;Internal;
R26666;WARUNG ILAL;TKO;JLN.KB JAHE;-6.135341;106.7445;Internal;
R26668;WARUNG BNG JONI;TKO;JLN.KB JAHE;-6.13553;106.7451;Internal;
R26682;WR BUDE;TKO;JLN.KAPUK;-6.127865;106.7397;Internal;
R26683;WARUNG DARTI;TKO;JLN.KALIPASIR DALAM;-6.127718;106.7397;Internal;
R26685;WARUNG INA;TKO;JLN.KAPUK RAYA;-6.127746;106.7397;Internal;
R26690;WARUNG WAHYU;TKO;JLN.KAPUK KALIPASIR;-6.127623;106.7396;Internal;
R26716;TOKO SHOLEH;TKO;JLN. SEMANAN RAYA NO.90 RT4/8;-6.1693735;106.7070177;Internal;
R26782;MADURA TIKA;TKO;JLN.KB JAHE;-6.135666;106.7443;Internal;
R26785;WARUNG INDRA;TKO;JLN.KB JAHE;-6.136049;106.7439;Internal;
R26786;WARUNG ILYAS;TKO;JLN KB JAHE;-6.135415;106.7439;Internal;
R26950;WARUNG SEMBAKO EKO;TKO;JLN.KAPUK SANTRI;-6.136231;106.7456;Internal;
R26953;WARUNG HILDA;TKO;JLN.KAPUK SANTRI;-6.136324;106.7458;Internal;
R26954;WARUNG UDIN;TKO;JLN.KAPUK SANTRI;-6.13651;106.7459;Internal;
R26989;WARUNG TIARA;TKO;JLN.TENIS;-6.143229;106.7475;Internal;
R26992;MADURA ANDREAS;TKO;JLN.TENIS;-6.143238;106.7476;Internal;
R27084;TOKO CIA;TKO;JLN.WARU RAYA;-6.148402;106.7454;Internal;
R27086;WARUNG BU KOKOM;TKO;JLN.TAMAN NUSA INDAH;-6.149154;106.7458;Internal;
R27089;WARUNG TIARA;TKO;JLN.MASJID JAMI;-6.138073;106.7485;Internal;
R27091;WARUNG HUSNI;TKO;JLN.PERKAMPUNGAN KAPUK;-6.138059;106.7484;Internal;
R27094;WARUNG POK MINAH;TKO;JLN.PERKAMPUNGAN KAPUK;-6.137342;106.7488;Internal;
R27095;WARUNG ABIDA;TKO;JLN.PERKAMPUNGAN KAPUK;-6.137359;106.7489;Internal;
R27097;WARUNG MEYLA;TKO;JLN.PERKAMPUNGAN KAPUK;-6.137485;106.7491;Internal;
R27098;WARUNG RINA;TKO;JLN.PERKAMPUNGAN KAPUK;-6.137566;106.7492;Internal;
R27100;WARUNG BAHARI;TKO;JLN.PERKAMPUNGAN KAPUK;-6.137615;106.7493;Internal;
R27104;WARUNG MADURA RIAN;TKO;JLN.PERKAMPUNGAN KAPUK;-6.137673;106.7495;Internal;
R27106;WARUNG RIDO;TKO;JLN.PERKAMPUNGAN KAPUK;-6.137619;106.7494;Internal;
R27133;WARUNG HADADI;TKO;JLN.KAPUK RAWA GABUS;-6.128437;106.7386;Internal;
R27136;WARUNG BU DARTI;TKO;JLN.KAPUK RW GABUS;-6.128649;106.7385;Internal;
R27139;WARUNG LISA;TKO;JLN.KAPUK RW GABUS;-6.128968;106.739;Internal;
R27141;WARUNG DIMAS;TKO;JLN.KAPUK RW GABUS;-6.129102;106.7391;Internal;
R27176;WARUNG HAMID;TKO;JLN.DAAN MOGOT;-6.153286;106.742;Internal;
R27177;WARUNG SAMSIYAH;TKO;JLN.DAAN MOGOT;-6.152207;106.742;Internal;
R27178;WARUNG TIARA;TKO;JLN.UKIR;-6.151545;106.7421;Internal;
R27203;TOKO AZAM SAMPAN;TKO;JLN.HJ NAMIN;-6.136235;106.7466;Internal;
R27205;TOKO KHALISA;TKO;JLN.KAPUK SANTRI;-6.136437;106.7462;Internal;
R27206;WARUNG RAHMAT;TKO;JLN.KAPUK SANTRI;-6.136448;106.7462;Internal;
R27207;WARUNG DWI;TKO;JLN.KAPUK SANTRI;-6.135967;106.7453;Internal;
R27208;WARUNG AKBAR;TKO;JLN.KAPUK SANTRI;-6.135886;106.7454;Internal;
R28621;TOKO TIGA PUTRA;TKO;JLN.KAPUK KAMAL RAYA;-6.13007;106.7432;Internal;
R28887;WARUNG SOPI;TKO;JLN AMD;-6.146196;106.742;Internal;
R29008;WRUNG BU IKA;TKO;JLN KINCIR RAYA;-6.147006;106.7293;Internal;
R29011;WR BU ANA;TKO;JALN KINCIR RAYA;-6.147075;106.7294;Internal;
R29015;WR MAMA ABIDAL;TKO;JLN FAJAR BARU UTARA;-6.130696;106.7414;Internal;
R30676;WARUNG AISYAH;TKO;JL.ADIN;-6.172176;106.7065422;Internal;
R30737;WR MADURA ARI;TKO;JLN SEMANAN RAYA;-6.1713578;106.7076608;Internal;
R31509;WARUNG EKA;TKO;JLN.UKIR RAYA;-6.151452;106.742;Internal;
R31510;TOKO DAENG;TKO;JLN.UKIR RAYA;-6.150375;106.7423;Internal;
R31613;MADURA RIDWAN;TKO;JLN.SEMANAN PINTU AIR;-6.174247;106.7028;Internal;
R31614;WARUNG TIA;TKO;JLN.SEMANAN PINTU AIR;-6.174321;106.7029;Internal;
R31615;MADURA REYHAN;TKO;JLN.SEMANAN;-6.172901;106.703;Internal;
R31617;WARUNG AIDA;TKO;JLN.SEMANAN;-6.172638;106.7044;Internal;
